,title,artist,top genre,year,tempo,energy,dnce,dB,live,val,dur,acous,spch,Pop,,,
274,Take Me To Church,Hozier,Pop,2015,129,66,57,-5,12,44,242,63,5,81,,,
275,Sugar,Maroon 5,Pop,2015,120,79,75,-7,9,88,235,6,3,81,,,
276,Sorry,Justin Bieber,Pop,2015,100,76,65,-4,30,41,201,8,5,81,,,
277,FourFiveSeconds,Rihanna,Pop,2015,206,27,58,-6,13,35,188,88,5,80,,,
278,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Pop,2015,190,61,26,-7,13,28,253,25,5,79,,,
279,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Pop,2015,120,38,66,-6,10,44,252,39,3,79,,,
280,What Do You Mean?,Justin Bieber,Pop,2015,125,57,85,-8,8,79,206,59,10,79,,,
281,Stitches,Shawn Mendes,Pop,2015,150,75,75,-7,5,76,207,2,7,78,,,
282,Want to Want Me,Jason Derulo,Pop,2015,114,68,78,-6,11,66,208,1,6,77,,,
283,My House,Flo Rida,Pop,2015,94,70,69,-5,13,74,192,2,5,77,,,
284,Waves - Robin Schulz Radio Edit,Mr. Probz,Pop,2015,120,51,83,-9,8,45,208,1,4,77,,,
285,Night Changes,One Direction,boy band,2015,120,52,67,-8,12,37,227,86,4,77,,,
286,How Deep Is Your Love,Calvin Harris,Pop,2015,122,87,74,-4,39,34,213,4,7,77,,,
287,Never Forget You,Zara Larsson,Pop,2015,146,73,58,-6,27,28,213,0,5,77,,,
288,Love Me Harder,Ariana Grande,Pop,2015,99,71,47,-4,8,24,236,1,3,76,,,
289,Animals,Maroon 5,Pop,2015,190,74,28,-6,59,33,231,0,9,76,,,
290,Blame,Calvin Harris,Pop,2015,128,86,41,-4,34,35,213,3,8,76,,,
291,Worth It,Fifth Harmony,Pop,2015,100,77,88,-4,12,59,225,6,9,75,,,
292,Break Free,Ariana Grande,Pop,2015,130,70,69,-5,20,28,215,1,5,75,,,
293,Don't,Ed Sheeran,Pop,2015,95,61,81,-7,64,85,220,1,7,74,,,
294,Elastic Heart,Sia,Pop,2015,130,79,42,-5,15,50,257,1,5,73,,,
295,Rather Be (feat. Jess Glynne),Clean Bandit,Pop,2015,121,59,80,-7,19,55,228,16,4,73,,,
296,Hello,Adele,Pop,2015,158,45,48,-6,9,29,295,34,3,73,,,
297,Dear Future Husband,Meghan Trainor,Pop,2015,79,78,66,-5,32,83,184,38,19,72,,,
298,43776,Beyoncé,Pop,2015,136,71,75,-5,13,56,214,1,13,72,,,
299,The Heart Wants What It Wants,Selena Gomez,Pop,2015,83,79,62,-5,14,62,227,5,4,72,,,
300,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Pop,2015,86,73,60,-4,33,53,193,24,15,72,,,
301,Genie In a Bottle,Christina Aguilera,Pop,2015,176,80,63,-7,14,91,218,21,16,72,,,
302,Company,Justin Bieber,Pop,2015,95,80,59,-5,8,43,208,13,6,72,,,
303,Sing,Ed Sheeran,Pop,2015,120,67,82,-4,6,94,235,30,5,71,,,
304,Jealous - Remix,Nick Jonas,Pop,2015,93,71,68,-4,44,45,222,1,8,70,,,
305,Really Don't Care,Demi Lovato,Pop,2015,121,73,71,-4,19,85,202,12,9,70,,,
306,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,Pop,2015,110,61,83,-4,29,71,293,9,7,70,,,
307,Only Love Can Hurt Like This,Paloma Faith,Pop,2015,91,89,57,-5,33,31,233,10,8,69,,,
308,Heartbeat Song,Kelly Clarkson,Pop,2015,149,80,49,-4,6,48,199,1,5,69,,,
309,Up,Olly Murs,Pop,2015,115,85,69,-5,10,64,224,2,3,69,,,
310,Trumpets,Jason Derulo,Pop,2015,82,70,63,-5,10,64,217,56,24,69,,,
311,Runnin' (Lose It All),Naughty Boy,Pop,2015,139,85,32,-6,48,8,213,1,8,69,,,
312,Same Old Love,Selena Gomez,Pop,2015,98,59,67,-4,21,44,229,2,3,69,,,
313,I Want You To Know,Zedd,complextro,2015,130,85,58,-3,14,37,240,1,6,68,,,
314,Lips Are Movin,Meghan Trainor,Pop,2015,139,83,78,-5,11,95,183,5,5,68,,,
315,I'll Show You,Justin Bieber,Pop,2015,192,61,36,-7,18,8,200,5,10,68,,,
316,Here,Alessia Cara,Pop,2015,120,82,38,-4,8,33,199,8,10,68,,,
317,I Lived,OneRepublic,Pop,2015,120,85,59,-5,27,34,235,7,4,67,,,
318,Fireball (feat. John Ryan),Pitbull,Pop,2015,123,94,69,-5,5,79,235,9,6,67,,,
319,Easy Love,Sigala,Pop,2015,124,94,68,-4,12,65,230,18,6,67,,,
320,The Feeling,Justin Bieber,Pop,2015,127,81,53,-6,10,21,245,8,6,67,,,
321,I Really Like You,Carly Rae Jepsen,Pop,2015,122,81,62,-5,22,60,205,1,4,66,,,
322,BO$$,Fifth Harmony,Pop,2015,103,87,81,-5,5,74,171,1,11,66,,,
323,Sugar,Maroon 5,Pop,2015,120,79,75,-7,9,88,235,6,3,66,,,
324,Focus,Ariana Grande,Pop,2015,100,88,67,-6,44,79,211,27,24,66,,,
325,All About That Bass,Meghan Trainor,Pop,2015,134,88,81,-4,11,96,189,5,5,65,,,
326,On My Mind,Ellie Goulding,Pop,2015,155,71,70,-7,9,74,213,26,5,65,,,
327,Love Me Like You,Little Mix,Pop,2015,106,67,79,-4,28,85,198,21,4,65,,,
328,Broken Arrows,Avicii,Pop,2015,116,67,63,-7,10,29,233,5,5,65,,,
329,Booty,Jennifer Lopez,Pop,2015,129,95,71,-4,26,40,210,0,5,64,,,
330,What Do You Mean? - Acoustic,Justin Bieber,Pop,2015,125,36,77,-11,10,76,204,79,4,64,,,
331,Mark My Words,Justin Bieber,Pop,2015,114,26,38,-9,17,52,134,88,3,63,,,
332,Lay It All on Me,Rudimental,Pop,2015,123,75,67,-7,19,48,242,14,4,62,,,
333,American Oxygen,Rihanna,Pop,2015,78,75,39,-6,33,48,320,5,9,61,,,
334,Bang Bang,Jessie J,Pop,2015,150,75,71,-4,38,73,199,27,9,61,,,
335,Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,,,
336,Alive,Sia,Pop,2015,100,76,51,-4,11,44,264,25,5,61,,,
337,Sugar (feat. Francesco Yates),Robin Schulz,Pop,2015,123,82,64,-5,16,64,219,2,6,60,,,
338,Been You,Justin Bieber,Pop,2015,113,78,74,-6,32,86,199,2,7,60,,,
339,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,Pop,2015,123,89,76,-5,62,78,189,2,3,58,,,
340,See You Again (feat. Charlie Puth),Wiz Khalifa,Hip-hop,2015,80,48,69,-8,6,28,230,37,8,56,,,
341,Heroes (we could be),Alesso,Pop,2015,126,75,52,-4,24,35,210,4,6,56,,,
342,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,Pop,2015,156,60,47,-6,9,4,292,33,5,55,,,
343,Perfect,One Direction,boy band,2015,100,82,65,-5,12,40,230,6,8,55,,,
344,Ghosttown,Madonna,Pop,2015,79,55,54,-7,12,9,250,4,4,54,,,
345,Bang My Head (feat. Sia & Fetty Wap),David Guetta,Pop,2015,108,87,60,-4,10,59,193,5,8,54,,,
346,Bloodstream,Ed Sheeran,Pop,2015,89,59,48,-6,6,27,309,20,5,52,,,
347,Living For Love,Madonna,Pop,2015,123,79,67,-5,25,39,219,4,9,52,,,
348,Baby Don't Lie,Gwen Stefani,Pop,2015,100,55,69,-5,10,26,203,1,3,52,,,
349,Don't Be so Hard on Yourself,Jess Glynne,Pop,2015,120,82,57,-3,16,66,211,6,3,52,,,
350,Steal My Girl,One Direction,boy band,2015,77,76,47,-6,14,52,227,0,4,51,,,
351,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,Pop,2015,127,85,68,-3,6,93,193,1,6,50,,,
352,We Are Here,Alicia Keys,hip Pop,2015,93,67,64,-6,8,8,285,43,4,49,,,
353,St Jude,Florence + The Machine,Pop,2015,117,43,26,-11,11,9,225,75,3,47,,,
354,Yesterday (feat. Bebe Rexha),David Guetta,Pop,2015,128,78,57,-4,33,28,243,2,3,46,,,
355,Time of Our Lives,Pitbull,Pop,2015,124,80,72,-6,69,72,229,9,6,45,,,
356,Sparks,Hilary Duff,Pop,2015,122,88,85,-5,10,79,186,4,6,44,,,
357,Mr. Put It Down,Ricky Martin,Pop,2015,128,78,80,-6,4,83,196,1,18,42,,,
358,Legendary Lovers,Katy Perry,Pop,2015,126,84,62,-5,8,39,224,2,8,41,,,
359,Spark The Fire,Gwen Stefani,Pop,2015,120,80,88,-4,20,54,202,8,6,39,,,
360,Run Run Run,Kelly Clarkson,Pop,2015,112,37,28,-7,11,8,273,45,4,36,,,
361,Let Me Be Your Lover,Enrique Iglesias,Pop,2015,112,90,72,-4,6,88,238,1,13,34,,,
362,Dangerous,Jennifer Hudson,Pop,2015,109,53,90,-5,8,65,255,0,5,18,,,
363,L.A.LOVE (la la),Fergie,Pop,2015,202,39,48,-8,26,27,193,2,9,0,,,
364,The Hills,The Weeknd,Pop,2016,113,56,58,-7,14,14,242,7,5,84,,,
365,Love Yourself,Justin Bieber,Pop,2016,100,38,61,-10,28,52,234,84,44,83,,,
366,Cake By The Ocean,DNCE,Pop,2016,119,75,77,-5,4,90,219,15,5,81,,,
367,Don't Let Me Down,The Chainsmokers,electroPop,2016,160,87,53,-5,14,42,208,16,17,81,,,
368,In the Name of Love,Martin Garrix,Pop,2016,134,52,50,-6,45,17,196,11,4,81,,,
369,Into You,Ariana Grande,Pop,2016,108,73,62,-6,14,37,244,2,11,80,,,
370,This Is What You Came For,Calvin Harris,Pop,2016,124,93,63,-3,15,47,222,20,3,80,,,
371,Million Reasons,Lady Gaga,Pop,2016,130,42,67,-8,11,15,205,49,4,80,,,
372,Needed Me,Rihanna,Pop,2016,111,31,67,-8,8,30,192,11,24,80,,,
373,7 Years,Lukas Graham,Pop,2016,120,47,77,-6,39,34,237,29,5,80,,,
374,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,Pop,2016,113,83,67,-6,19,70,236,1,7,79,,,
375,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,Pop,2016,105,59,80,-6,6,59,214,10,4,79,,,
376,Scars To Your Beautiful,Alessia Cara,Pop,2016,97,74,57,-6,11,45,230,3,13,79,,,
377,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Pop,2016,108,53,63,-7,18,42,225,40,4,79,,,
378,Work,Rihanna,Pop,2016,92,53,73,-6,9,56,219,8,9,78,,,
379,Stitches,Shawn Mendes,Pop,2016,150,75,75,-7,5,76,207,2,7,78,,,
380,"Me, Myself & I",G-Eazy,Hip-hop,2016,112,67,76,-7,16,38,251,2,10,78,,,
381,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Pop,2016,102,71,66,-7,8,69,198,4,11,78,,,
382,Dangerous Woman,Ariana Grande,Pop,2016,134,60,66,-5,36,29,236,5,4,78,,,
383,Starving,Hailee Steinfeld,Pop,2016,100,62,73,-4,11,51,182,38,6,78,,,
384,Shout Out to My Ex,Little Mix,Pop,2016,126,75,77,-4,11,80,246,2,9,77,,,
385,Electric Love,BØRNS,electroPop,2016,120,80,61,-8,26,52,218,1,5,76,,,
386,Confident,Demi Lovato,Pop,2016,130,75,59,-6,9,34,206,0,7,75,,,
387,Too Good,Drake,canadian Hip-hop,2016,118,65,79,-8,10,39,263,5,10,74,,,
388,Roses,The Chainsmokers,electroPop,2016,100,80,71,-7,31,34,227,4,6,74,,,
389,Cold Water (feat. Justin Bieber & MØ),Major Lazer,Pop,2016,93,80,61,-5,16,50,185,7,4,73,,,
390,Me Too,Meghan Trainor,Pop,2016,124,69,93,-6,48,84,181,10,10,73,,,
391,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,Pop,2016,108,88,75,-4,23,75,166,4,7,73,,,
392,Ain't Your Mama,Jennifer Lopez,Pop,2016,120,68,76,-6,7,82,218,5,23,72,,,
393,Close,Nick Jonas,Pop,2016,124,62,65,-5,14,40,234,25,8,72,,,
394,Toothbrush,DNCE,Pop,2016,105,79,55,-6,47,82,232,12,13,72,,,
395,All We Know,The Chainsmokers,electroPop,2016,90,59,66,-9,12,30,194,10,3,72,,,
396,Final Song,MØ,Pop,2016,105,67,70,-6,8,25,236,1,3,72,,,
397,Company,Justin Bieber,Pop,2016,95,80,59,-5,8,43,208,13,6,72,,,
398,Hands To Myself,Selena Gomez,Pop,2016,111,50,81,-7,34,47,201,1,12,71,,,
399,All I Ask,Adele,Pop,2016,142,28,59,-5,15,34,272,88,3,71,,,
400,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,Pop,2016,163,70,63,-6,11,50,215,1,15,71,,,
401,NO,Meghan Trainor,Pop,2016,92,80,56,-4,74,65,214,1,22,70,,,
402,Kill Em With Kindness,Selena Gomez,Pop,2016,120,88,76,-5,10,40,218,1,4,70,,,
403,Cool Girl,Tove Lo,Pop,2016,102,69,67,-7,8,20,199,31,11,69,,,
404,Runnin' (Lose It All),Naughty Boy,Pop,2016,139,85,32,-6,48,8,213,1,8,69,,,
405,Here,Alessia Cara,Pop,2016,120,82,38,-4,8,33,199,8,10,68,,,
406,Perfect Illusion,Lady Gaga,Pop,2016,125,86,61,-5,36,66,182,0,4,67,,,
407,PILLOWTALK,ZAYN,Pop,2016,125,70,59,-4,9,43,204,10,5,66,,,
408,Out Of The Woods,Taylor Swift,Pop,2016,92,84,55,-7,34,34,236,0,4,66,,,
409,Rise,Katy Perry,Pop,2016,101,64,55,-6,11,44,203,5,5,66,,,
410,Wherever I Go,OneRepublic,Pop,2016,100,69,55,-6,27,35,170,9,4,66,,,
411,Body Say,Demi Lovato,Pop,2016,87,74,63,-5,28,26,194,0,4,65,,,
412,Don't Be A Fool,Shawn Mendes,Pop,2016,175,34,47,-6,10,27,216,60,4,65,,,
413,LIKE I WOULD,ZAYN,Pop,2016,113,83,56,-6,26,23,192,2,11,65,,,
414,Cheap Thrills,Sia,Pop,2016,90,80,59,-5,8,73,225,6,22,64,,,
415,I Got You,Bebe Rexha,Pop,2016,98,89,61,-5,9,32,192,5,5,64,,,
416,Run Away With Me,Carly Rae Jepsen,Pop,2016,119,72,56,-6,5,25,251,1,5,63,,,
417,Cruel (feat. ZAYN),Snakehips,Pop,2016,110,88,60,-4,16,32,228,2,12,63,,,
418,Send My Love (To Your New Lover),Adele,Pop,2016,164,52,69,-8,17,56,223,4,10,61,,,
419,WTF (Where They From),Missy Elliott,Pop,2016,120,82,93,-3,6,56,193,2,20,58,,,
420,Desire,Years & Years,Pop,2016,126,78,71,-5,30,64,203,30,6,58,,,
421,When We Were Young,Adele,Pop,2016,144,59,38,-6,9,27,291,35,5,58,,,
422,I Know What You Did Last Summer,Shawn Mendes,Pop,2016,114,77,68,-5,16,72,224,11,10,57,,,
423,Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,Florence + The Machine,Pop,2016,94,57,37,-6,13,12,403,72,3,57,,,
424,Hurts,Emeli Sandé,Pop,2016,106,64,58,-8,15,18,238,2,3,57,,,
425,Change,Christina Aguilera,Pop,2016,82,54,62,-6,13,20,187,68,8,54,,,
426,Make Me... (feat. G-Eazy),Britney Spears,Pop,2016,123,70,70,-7,22,58,231,16,10,53,,,
427,Keeping Your Head Up,Birdy,Pop,2016,122,78,60,-5,19,53,208,16,5,52,,,
428,True Colors,Zedd,complextro,2016,126,79,57,-3,10,49,225,40,4,51,,,
429,Make Me Like You,Gwen Stefani,Pop,2016,118,71,74,-5,13,80,217,4,5,50,,,
430,Champagne Problems,Nick Jonas,Pop,2016,108,78,73,-5,9,64,193,0,13,50,,,
431,Blown,DNCE,Pop,2016,130,95,63,-5,10,73,197,0,4,48,,,
432,Start,John Legend,Pop,2016,110,4,52,-15,9,26,310,99,4,47,,,
433,Pep Rally,Missy Elliott,Pop,2016,90,75,83,-4,20,32,263,22,12,47,,,
434,Higher,Carly Rae Jepsen,Pop,2016,114,87,65,-5,37,44,234,1,6,46,,,
435,Invitation,Britney Spears,Pop,2016,112,65,37,-7,9,16,200,3,11,44,,,
436,One Call Away (feat. Tyga) - Remix,Charlie Puth,Pop,2016,91,69,75,-5,13,52,192,26,4,41,,,
437,Beautiful Birds (feat. Birdy),Passenger,Pop,2016,86,17,39,-13,11,14,214,91,3,36,,,
438,Little Lies,Hilary Duff,Pop,2016,124,76,57,-6,4,40,204,0,6,36,,,
439,Do You Wanna Come Over?,Britney Spears,Pop,2016,121,70,75,-6,11,45,203,1,7,34,,,
440,BURNITUP!,Janet Jackson,Pop,2016,123,71,83,-7,31,83,250,5,18,31,,,
441,Picky - Remix,Joey Montana,latin,2016,186,81,70,-3,37,69,225,9,7,29,,,
442,Behind Your Back,Nelly Furtado,Pop,2016,98,47,80,-10,7,69,228,25,4,18,,,
443,Million Years Ago,Adele,Pop,2016,0,0,0,-60,0,0,227,0,0,0,,,
444,Shape of You,Ed Sheeran,Pop,2017,96,65,83,-3,9,93,234,58,8,87,,,
445,Closer,The Chainsmokers,electroPop,2017,95,52,75,-6,11,66,245,41,3,86,,,
446,Starboy,The Weeknd,Pop,2017,186,59,68,-7,14,49,230,14,28,85,,,
447,Treat You Better,Shawn Mendes,Pop,2017,83,82,44,-4,11,75,188,11,34,84,,,
448,That's What I Like,Bruno Mars,Pop,2017,134,56,85,-5,9,86,207,1,4,83,,,
449,Let Me Love You,DJ Snake,electronic trap,2017,100,72,65,-5,14,16,206,9,3,82,,,
450,I Feel It Coming,The Weeknd,Pop,2017,93,82,77,-6,7,59,269,43,12,81,,,
451,Mercy,Shawn Mendes,Pop,2017,148,66,56,-5,11,36,209,13,8,81,,,
452,Side To Side,Ariana Grande,Pop,2017,159,74,65,-6,24,61,226,5,23,80,,,
453,Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,80,,,
454,It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,79,,,
455,Malibu,Miley Cyrus,Pop,2017,140,78,57,-6,8,34,232,8,6,78,,,
456,Something Just Like This,The Chainsmokers,electroPop,2017,103,65,61,-7,17,51,248,3,4,78,,,
457,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Pop,2017,102,76,72,-4,18,74,251,41,5,78,,,
458,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Pop,2017,118,45,74,-8,33,9,245,6,6,78,,,
459,My Way,Calvin Harris,Pop,2017,120,91,82,-3,16,54,219,9,4,78,,,
460,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Pop,2017,81,67,61,-4,17,81,289,6,4,77,,,
461,Praying,Kesha,Pop,2017,73,39,58,-7,11,32,230,49,3,77,,,
462,Despacito - Remix,Luis Fonsi,latin,2017,178,82,65,-4,10,82,229,23,17,76,,,
463,The Greatest,Sia,Pop,2017,192,73,67,-6,6,73,210,1,27,76,,,
464,There for You,Martin Garrix,Pop,2017,106,64,61,-8,12,13,222,12,6,76,,,
465,Paris,The Chainsmokers,electroPop,2017,100,64,65,-7,9,25,222,2,3,76,,,
466,Crying in the Club,Camila Cabello,Pop,2017,85,62,33,-6,16,60,216,33,38,75,,,
467,Mama,Jonas Blue,Pop,2017,104,79,74,-4,5,57,184,10,4,75,,,
468,Slide (feat. Frank Ocean & Migos),Calvin Harris,Pop,2017,104,80,74,-3,25,51,231,50,5,75,,,
469,Swish Swish,Katy Perry,Pop,2017,120,71,84,-5,10,57,243,2,4,73,,,
470,Chained To The Rhythm,Katy Perry,Pop,2017,190,80,45,-5,20,47,238,8,17,72,,,
471,Cold (feat. Future),Maroon 5,Pop,2017,100,72,69,-6,5,41,234,14,11,72,,,
472,Love,Lana Del Rey,Pop,2017,99,37,53,-11,11,23,273,49,3,72,,,
473,Reggaetón Lento (Remix),CNCO,boy band,2017,94,91,53,-3,10,62,189,15,9,71,,,
474,All I Ask,Adele,Pop,2017,142,28,59,-5,15,34,272,88,3,71,,,
475,First Time,Kygo,edm,2017,90,59,63,-7,10,68,194,20,11,71,,,
476,The Cure,Lady Gaga,Pop,2017,100,51,70,-5,9,52,211,8,3,71,,,
477,"How Far I'll Go - From ""Moana""",Alessia Cara,Pop,2017,181,54,31,-10,7,16,176,16,35,71,,,
478,Bodak Yellow,Cardi B,Pop,2017,125,72,93,-6,35,46,224,7,11,70,,,
479,Rich Love (with Seeb),OneRepublic,Pop,2017,105,87,40,-4,36,47,201,17,31,70,,,
480,Tired,Alan Walker,electro house,2017,124,88,69,-4,15,49,192,4,6,70,,,
481,Came Here for Love,Sigala,Pop,2017,125,87,71,-3,12,72,203,3,4,70,,,
482,24K Magic,Bruno Mars,Pop,2017,107,80,82,-4,15,63,226,3,8,69,,,
483,Strip That Down (feat. Quavo),Liam Payne,Pop,2017,106,50,87,-5,8,55,202,20,5,69,,,
484,Cut To The Feeling,Carly Rae Jepsen,Pop,2017,115,91,71,-3,30,65,208,1,6,69,,,
485,OK - Spotify Version,Robin Schulz,Pop,2017,122,81,65,-6,13,58,189,12,6,69,,,
486,Bon appétit,Katy Perry,Pop,2017,106,79,80,-6,22,52,228,13,6,68,,,
487,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,Pop,2017,135,57,76,-9,20,14,261,2,13,67,,,
488,Get Low (with Liam Payne),Zedd,complextro,2017,108,93,72,-4,5,54,205,3,5,66,,,
489,Kissing Strangers,DNCE,Pop,2017,120,74,77,-6,9,86,202,5,4,66,,,
490,Slow Hands,Niall Horan,Pop,2017,86,42,74,-7,6,85,188,1,5,64,,,
491,Younger Now,Miley Cyrus,Pop,2017,122,87,55,-5,14,33,249,0,6,62,,,
492,Body Moves,DNCE,Pop,2017,102,69,65,-5,4,86,236,0,4,62,,,
493,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,2017,122,64,73,-7,8,53,158,2,4,59,,,
494,Angel,Fifth Harmony,Pop,2017,124,53,74,-6,35,13,189,0,4,59,,,
495,Touch (feat. Kid Ink),Little Mix,Pop,2017,102,75,64,-4,49,53,203,4,11,59,,,
496,We Don't Talk Anymore - DROELOE Remix,Charlie Puth,Pop,2017,100,82,70,-5,45,67,218,49,22,59,,,
497,Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,2017,167,50,37,-9,20,21,180,6,12,59,,,
498,No Vacancy (with Sebastián Yatra),OneRepublic,Pop,2017,100,76,69,-4,14,59,223,8,4,57,,,
499,Rich Boy,Galantis,Pop,2017,110,90,74,-2,8,65,184,7,5,55,,,
500,Lust for Life (with The Weeknd),Lana Del Rey,Pop,2017,100,67,51,-9,36,27,264,58,6,54,,,
501,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,Pop,2017,115,83,70,-6,36,63,245,28,27,54,,,
502,Influence,Tove Lo,Pop,2017,105,59,77,-10,11,33,225,10,5,54,,,
503,Remember I Told You,Nick Jonas,Pop,2017,113,53,68,-6,4,84,202,14,28,53,,,
504,Messin' Around,Pitbull,Pop,2017,158,81,57,-5,4,78,223,2,5,51,,,
505,Water Under the Bridge,Adele,Pop,2017,95,84,60,-7,11,47,240,2,7,49,,,
506,Free Me,Sia,Pop,2017,87,46,27,-4,14,21,286,85,3,44,,,
507,Kissing Strangers - Remix,DNCE,Pop,2017,120,77,76,-6,8,81,202,8,5,43,,,
508,A L I E N S,Coldplay,Pop,2017,148,88,43,-5,21,25,282,0,4,41,,,
509,One Kiss (with Dua Lipa),Calvin Harris,Pop,2018,124,86,79,-3,8,59,215,4,11,86,,,
510,Havana (feat. Young Thug),Camila Cabello,Pop,2018,105,52,77,-4,13,39,217,18,3,85,,,
511,I Like It,Cardi B,Pop,2018,136,73,82,-4,37,65,253,10,13,85,,,
512,New Rules,Dua Lipa,Pop,2018,116,70,76,-6,15,61,209,0,7,84,,,
513,There's Nothing Holdin' Me Back,Shawn Mendes,Pop,2018,122,81,87,-4,8,97,199,38,6,84,,,
514,no tears left to cry,Ariana Grande,Pop,2018,122,71,70,-6,29,35,206,4,6,84,,,
515,IDGAF,Dua Lipa,Pop,2018,97,54,84,-6,8,51,218,4,9,84,,,
516,In My Blood,Shawn Mendes,Pop,2018,140,71,62,-7,13,49,211,6,7,83,,,
517,Wolves,Selena Gomez,Pop,2018,125,80,72,-5,20,31,198,12,4,83,,,
518,Dusk Till Dawn - Radio Edit,ZAYN,Pop,2018,180,44,26,-7,11,10,239,10,4,83,,,
519,Attention,Charlie Puth,Pop,2018,100,61,78,-5,13,80,209,11,5,83,,,
520,Electricity (with Dua Lipa),Silk City,edm,2018,118,67,59,-6,34,51,238,1,5,82,,,
521,Love On The Brain,Rihanna,Pop,2018,172,64,51,-5,8,38,224,7,5,82,,,
522,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,Pop,2018,103,71,66,-4,8,74,175,3,5,82,,,
523,Silence,Marshmello,brostep,2018,142,76,52,-3,17,29,181,26,9,82,,,
524,Sorry Not Sorry,Demi Lovato,Pop,2018,144,64,71,-7,26,89,204,2,23,81,,,
525,Shallow - Radio Edit,Lady Gaga,Pop,2018,96,33,57,-7,9,28,217,42,3,80,,,
526,These Days,Rudimental,Pop,2018,92,81,65,-4,17,55,211,19,5,80,,,
527,What Lovers Do (feat. SZA),Maroon 5,Pop,2018,110,60,80,-5,10,42,200,8,6,79,,,
528,Finesse - Remix; feat. Cardi B,Bruno Mars,Pop,2018,105,86,70,-5,2,93,217,2,10,78,,,
529,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,Pop,2018,95,30,59,-7,12,36,260,78,3,78,,,
530,Bad At Love,Halsey,Pop,2018,118,75,68,-4,9,61,181,6,3,78,,,
531,Him & I (with Halsey),G-Eazy,Hip-hop,2018,88,73,59,-6,31,19,269,5,9,78,,,
532,Friends (with BloodPop®),Justin Bieber,Pop,2018,105,73,74,-5,30,62,189,0,4,77,,,
533,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Pop,2018,98,67,67,-3,12,63,204,3,7,76,,,
534,My My My!,Troye Sivan,Pop,2018,103,46,70,-8,5,48,205,0,8,76,,,
535,Capital Letters,Hailee Steinfeld,Pop,2018,100,81,66,-6,5,46,219,3,8,76,,,
536,Sick Boy,The Chainsmokers,electroPop,2018,90,58,66,-8,12,45,193,11,5,76,,,
537,Tequila,Dan + Shay,Pop,2018,86,59,47,-6,13,50,196,3,3,76,,,
538,Look What You Made Me Do,Taylor Swift,Pop,2018,128,71,77,-6,13,51,212,20,12,75,,,
539,Youth (feat. Khalid),Shawn Mendes,Pop,2018,100,60,53,-7,13,32,191,56,12,75,,,
540,Bad Liar,Selena Gomez,Pop,2018,121,41,97,-6,8,73,215,19,7,75,,,
541,Anywhere,Rita Ora,Pop,2018,107,80,63,-4,10,32,215,4,6,74,,,
542,Say Something,Justin Timberlake,Pop,2018,97,63,71,-7,8,37,279,10,8,74,,,
543,Chun-Li,Nicki Minaj,Pop,2018,129,73,69,-5,11,48,192,28,37,73,,,
544,Sign of the Times,Harry Styles,Pop,2018,120,57,52,-5,11,21,341,3,3,72,,,
545,Familiar,Liam Payne,Pop,2018,93,81,64,-5,8,91,197,2,33,72,,,
546,Let Me,ZAYN,Pop,2018,168,57,46,-6,10,19,185,24,5,72,,,
547,Supernova,Ansel Elgort,Pop,2018,140,62,77,-5,21,68,191,6,10,72,,,
548,Nervous,Shawn Mendes,Pop,2018,122,62,84,-7,13,74,164,4,8,71,,,
549,First Time,Kygo,edm,2018,90,59,63,-7,10,68,194,20,11,71,,,
